	eco	name	fen	moves	pgn
376	D52	Queen's Gambit Declined: Cambridge Springs Defense: Rubinstein Variation	r1b1kb1r/pp1n1ppp/2p1pn2/q5B1/2pP4/2N1P3/PP1N1PPP/R2QKB1R w KQkq -	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 e7e6 c1g5 b8d7 e2e3 d8a5 f3d2 d5c4	1. d2 d4 2. d7 d5 3. c2 c4 4. c7 c6 5. g1 f3 6. g8 f6 7. b1 c3 8. e7 e6 9. c1 g5 10. b8 d7 11. e2 e3 12. d8 a5 13. f3 d2 14. d5 c4 
377	D52	Queen's Gambit Declined: Cambridge Springs Defense: Yugoslav Variation	r1b1kb1r/pp1n1ppp/2p1p3/q2n2B1/3P4/2N1PN2/PP3PPP/R2QKB1R w KQkq -	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 e7e6 c1g5 b8d7 e2e3 d8a5 c4d5 f6d5	1. d2 d4 2. d7 d5 3. c2 c4 4. c7 c6 5. g1 f3 6. g8 f6 7. b1 c3 8. e7 e6 9. c1 g5 10. b8 d7 11. e2 e3 12. d8 a5 13. c4 d5 14. f6 d5 
378	D52	Queen's Gambit Declined: Cambridge Springs Variation	r1b1kb1r/pp1n1ppp/2p1pn2/q2p2B1/2PP4/2N1PN2/PP3PPP/R2QKB1R w KQkq -	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 e7e6 c1g5 b8d7 e2e3 d8a5	1. d2 d4 2. d7 d5 3. c2 c4 4. c7 c6 5. g1 f3 6. g8 f6 7. b1 c3 8. e7 e6 9. c1 g5 10. b8 d7 11. e2 e3 12. d8 a5 
379	D52	Queen's Gambit Declined	r1bqkb1r/pp1n1ppp/2p1pn2/3p2B1/2PP4/2N1PN2/PP3PPP/R2QKB1R b KQkq -	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 e7e6 c1g5 b8d7 e2e3	1. d2 d4 2. d7 d5 3. c2 c4 4. c7 c6 5. g1 f3 6. g8 f6 7. b1 c3 8. e7 e6 9. c1 g5 10. b8 d7 11. e2 e3 
380	D53	Queen's Gambit Declined: Lasker Defense	rnbqk2r/ppp1bppp/4p3/3p2B1/2PPn3/2N1P3/PP3PPP/R2QKBNR w KQkq -	d2d4 g8f6 c2c4 e7e6 b1c3 d7d5 c1g5 f8e7 e2e3 f6e4	1. d2 d4 2. g8 f6 3. c2 c4 4. e7 e6 5. b1 c3 6. d7 d5 7. c1 g5 8. f8 e7 9. e2 e3 10. f6 e4 
381	D53	Queen's Gambit Declined: Modern Variation, Heral Variation	rnbqk2r/ppp1bppp/4pB2/3p4/2PP4/2N5/PP2PPPP/R2QKBNR b KQkq -	d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c1g5 f8e7 g5f6	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 5. b1 c3 6. g8 f6 7. c1 g5 8. f8 e7 9. g5 f6 
382	D53	Queen's Gambit Declined	rnbqk2r/ppp1bppp/4pn2/3p2B1/2PP4/2N5/PP2PPPP/R2QKBNR w KQkq -	d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c1g5 f8e7	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 5. b1 c3 6. g8 f6 7. c1 g5 8. f8 e7 
383	D54	Queen's Gambit Declined: Neo-Orthodox Variation	rnbq1rk1/ppp1bppp/4pn2/3p2B1/2PP4/2N1P3/PP3PPP/2RQKBNR b K -	d2d4 g8f6 c2c4 e7e6 b1c3 d7d5 c1g5 f8e7 e2e3 e8g8 a1c1	1. d2 d4 2. g8 f6 3. c2 c4 4. e7 e6 5. b1 c3 6. d7 d5 7. c1 g5 8. f8 e7 9. e2 e3 10. e8 g8 11. a1 c1 
384	D55	Queen's Gambit Declined: Anti-Tartakower Variation, Petrosian Variation	r1bq1rk1/pp1n1pp1/2p1pb1p/8/2BP4/2N1PN2/PP3PPP/2RQ1RK1 b - -	d2d4 g8f6 c2c4 e7e6 g1f3 d7d5 b1c3 f8e7 c1g5 h7h6 g5f6 e7f6 e2e3 e8g8 a1c1 c7c6 f1d3 b8d7 e1g1 d5c4 d3c4	1. d2 d4 2. g8 f6 3. c2 c4 4. e7 e6 5. g1 f3 6. d7 d5 7. b1 c3 8. f8 e7 9. c1 g5 10. h7 h6 11. g5 f6 12. e7 f6 13. e2 e3 14. e8 g8 15. a1 c1 16. c7 c6 17. f1 d3 18. b8 d7 19. e1 g1 20. d5 c4 21. d3 c4 
385	D55	Queen's Gambit Declined: Anti-Tartakower Variation	rnbq1rk1/ppp1bpp1/4pB1p/3p4/2PP4/2N1PN2/PP3PPP/R2QKB1R b KQ -	d2d4 g8f6 c2c4 e7e6 g1f3 d7d5 b1c3 f8e7 c1g5 e8g8 e2e3 h7h6 g5f6	1. d2 d4 2. g8 f6 3. c2 c4 4. e7 e6 5. g1 f3 6. d7 d5 7. b1 c3 8. f8 e7 9. c1 g5 10. e8 g8 11. e2 e3 12. h7 h6 13. g5 f6 
386	D55	Queen's Gambit Declined: Modern Variation, Normal Line	rnbq1rk1/ppp1bppp/4pn2/3p2B1/2PP4/2N1PN2/PP3PPP/R2QKB1R b KQ -	d2d4 g8f6 c2c4 e7e6 g1f3 d7d5 b1c3 f8e7 c1g5 e8g8 e2e3	1. d2 d4 2. g8 f6 3. c2 c4 4. e7 e6 5. g1 f3 6. d7 d5 7. b1 c3 8. f8 e7 9. c1 g5 10. e8 g8 11. e2 e3 
387	D55	Queen's Gambit Declined: Neo-Orthodox Variation, Main Line	rnbq1rk1/ppp1bpp1/4pn1p/3p4/2PP3B/2N1PN2/PP3PPP/R2QKB1R b KQ -	d2d4 g8f6 c2c4 e7e6 g1f3 d7d5 b1c3 f8e7 c1g5 h7h6 g5h4 e8g8 e2e3	1. d2 d4 2. g8 f6 3. c2 c4 4. e7 e6 5. g1 f3 6. d7 d5 7. b1 c3 8. f8 e7 9. c1 g5 10. h7 h6 11. g5 h4 12. e8 g8 13. e2 e3 
388	D55	Queen's Gambit Declined: Neo-Orthodox Variation	rnbq1rk1/ppp1bpp1/4pn1p/3p2B1/2PP4/2N1PN2/PP3PPP/R2QKB1R w KQ -	d2d4 g8f6 c2c4 e7e6 g1f3 d7d5 b1c3 f8e7 c1g5 e8g8 e2e3 h7h6	1. d2 d4 2. g8 f6 3. c2 c4 4. e7 e6 5. g1 f3 6. d7 d5 7. b1 c3 8. f8 e7 9. c1 g5 10. e8 g8 11. e2 e3 12. h7 h6 
389	D55	Queen's Gambit Declined: Pillsbury Attack	rn1q1rk1/pbp1bppp/1p3n2/3pN1B1/3P4/2NBP3/PP3PPP/R2QK2R b KQ -	d2d4 g8f6 c2c4 e7e6 g1f3 b7b6 b1c3 d7d5 c4d5 e6d5 c1g5 f8e7 e2e3 e8g8 f1d3 c8b7 f3e5	1. d2 d4 2. g8 f6 3. c2 c4 4. e7 e6 5. g1 f3 6. b7 b6 7. b1 c3 8. d7 d5 9. c4 d5 10. e6 d5 11. c1 g5 12. f8 e7 13. e2 e3 14. e8 g8 15. f1 d3 16. c8 b7 17. f3 e5 
390	D56	Queen's Gambit Declined: Lasker Defense	rnbq1rk1/ppp1bpp1/4p2p/3p4/2PPn2B/2N1PN2/PP3PPP/R2QKB1R w KQ -	d2d4 d7d5 c2c4 e7e6 b1c3 f8e7 g1f3 g8f6 c1g5 h7h6 g5h4 e8g8 e2e3 f6e4	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 5. b1 c3 6. f8 e7 7. g1 f3 8. g8 f6 9. c1 g5 10. h7 h6 11. g5 h4 12. e8 g8 13. e2 e3 14. f6 e4 
391	D56	Queen's Gambit Declined: Lasker Defense: Russian Variation	r4rk1/pp1bqpp1/2n1pn1p/2p5/2BP4/2N1PN2/PPQ2PPP/R2R2K1 w - -	d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c1g5 f8e7 e2e3 e8g8 g1f3 h7h6 g5h4 f6e4 h4e7 d8e7 d1c2 e4f6 f1d3 d5c4 d3c4 c7c5 e1g1 b8c6 f1d1 c8d7	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 5. b1 c3 6. g8 f6 7. c1 g5 8. f8 e7 9. e2 e3 10. e8 g8 11. g1 f3 12. h7 h6 13. g5 h4 14. f6 e4 15. h4 e7 16. d8 e7 17. d1 c2 18. e4 f6 19. f1 d3 20. d5 c4 21. d3 c4 22. c7 c5 23. e1 g1 24. b8 c6 25. f1 d1 26. c8 d7 
392	D56	Queen's Gambit Declined: Lasker Defense, Teichmann Variation	rnb2rk1/ppp1qpp1/4p2p/3p4/2PPn3/2N1PN2/PPQ2PPP/R3KB1R b KQ -	d2d4 g8f6 c2c4 e7e6 g1f3 d7d5 b1c3 f8e7 c1g5 h7h6 g5h4 e8g8 e2e3 f6e4 h4e7 d8e7 d1c2	1. d2 d4 2. g8 f6 3. c2 c4 4. e7 e6 5. g1 f3 6. d7 d5 7. b1 c3 8. f8 e7 9. c1 g5 10. h7 h6 11. g5 h4 12. e8 g8 13. e2 e3 14. f6 e4 15. h4 e7 16. d8 e7 17. d1 c2 
393	D57	Queen's Gambit Declined: Lasker Defense, Bernstein Variation, Mar del Plata Gambit	rn1r2k1/ppp1qpp1/4b2p/3p4/2PP4/1Q2PN2/P4PPP/R3KB1R w KQ -	d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c1g5 f8e7 e2e3 e8g8 g1f3 h7h6 g5h4 f6e4 h4e7 d8e7 c4d5 e4c3 b2c3 e6d5 d1b3 f8d8 c3c4 c8e6	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 5. b1 c3 6. g8 f6 7. c1 g5 8. f8 e7 9. e2 e3 10. e8 g8 11. g1 f3 12. h7 h6 13. g5 h4 14. f6 e4 15. h4 e7 16. d8 e7 17. c4 d5 18. e4 c3 19. b2 c3 20. e6 d5 21. d1 b3 22. f8 d8 23. c3 c4 24. c8 e6 
394	D57	Queen's Gambit Declined: Lasker Defense, Bernstein Variation	rnb2rk1/ppp2pp1/3q3p/3p4/3P4/1QP1PN2/P4PPP/R3KB1R w KQ -	d2d4 g8f6 c2c4 e7e6 b1c3 d7d5 c1g5 f8e7 e2e3 h7h6 g5h4 e8g8 g1f3 f6e4 h4e7 d8e7 c4d5 e4c3 b2c3 e6d5 d1b3 e7d6	1. d2 d4 2. g8 f6 3. c2 c4 4. e7 e6 5. b1 c3 6. d7 d5 7. c1 g5 8. f8 e7 9. e2 e3 10. h7 h6 11. g5 h4 12. e8 g8 13. g1 f3 14. f6 e4 15. h4 e7 16. d8 e7 17. c4 d5 18. e4 c3 19. b2 c3 20. e6 d5 21. d1 b3 22. e7 d6 
395	D57	Queen's Gambit Declined: Lasker Defense, Main Line	rnb2rk1/ppp1qpp1/4p2p/3P4/3P4/2P1PN2/P4PPP/R2QKB1R b KQ -	d2d4 d7d5 c2c4 e7e6 b1c3 f8e7 g1f3 g8f6 c1g5 h7h6 g5h4 e8g8 e2e3 f6e4 h4e7 d8e7 c4d5 e4c3 b2c3	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 5. b1 c3 6. f8 e7 7. g1 f3 8. g8 f6 9. c1 g5 10. h7 h6 11. g5 h4 12. e8 g8 13. e2 e3 14. f6 e4 15. h4 e7 16. d8 e7 17. c4 d5 18. e4 c3 19. b2 c3 
396	D58	Queen's Gambit Declined: Tartakower Defense	rnbq1rk1/p1p1bpp1/1p2pn1p/3p4/2PP3B/2N1PN2/PP3PPP/R2QKB1R w KQ -	d2d4 g8f6 c2c4 e7e6 g1f3 d7d5 b1c3 f8e7 c1g5 h7h6 g5h4 e8g8 e2e3 b7b6	1. d2 d4 2. g8 f6 3. c2 c4 4. e7 e6 5. g1 f3 6. d7 d5 7. b1 c3 8. f8 e7 9. c1 g5 10. h7 h6 11. g5 h4 12. e8 g8 13. e2 e3 14. b7 b6 
397	D58	Queen's Gambit Declined: Tartakower Variation, Exchange Variation	rnbq1rk1/p1p1bpp1/1p3n1p/3p4/3P3B/2N1PN2/PP3PPP/R2QKB1R w KQ -	d2d4 d7d5 c2c4 e7e6 b1c3 f8e7 g1f3 g8f6 c1g5 h7h6 g5h4 e8g8 e2e3 b7b6 c4d5 e6d5	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 5. b1 c3 6. f8 e7 7. g1 f3 8. g8 f6 9. c1 g5 10. h7 h6 11. g5 h4 12. e8 g8 13. e2 e3 14. b7 b6 15. c4 d5 16. e6 d5 
398	D59	Queen's Gambit Declined: Tartakower Defense, Makogonov Exchange Variation	rnbq1rk1/p1p1bpp1/1p2p2p/3n4/3P3B/2N1PN2/PP3PPP/R2QKB1R w KQ -	d2d4 d7d5 c2c4 e7e6 b1c3 f8e7 g1f3 g8f6 c1g5 h7h6 g5h4 e8g8 e2e3 b7b6 c4d5 f6d5	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 5. b1 c3 6. f8 e7 7. g1 f3 8. g8 f6 9. c1 g5 10. h7 h6 11. g5 h4 12. e8 g8 13. e2 e3 14. b7 b6 15. c4 d5 16. f6 d5 
399	D59	Queen's Gambit Declined: Tartakower Variation	rn3rk1/p1p1qpp1/1p2b2p/3p4/3P4/4PN2/PP3PPP/2RQKB1R w K -	d2d4 d7d5 c2c4 e7e6 b1c3 f8e7 g1f3 g8f6 c1g5 h7h6 g5h4 e8g8 e2e3 b7b6 c4d5 f6d5 h4e7 d8e7 c3d5 e6d5 a1c1 c8e6	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 5. b1 c3 6. f8 e7 7. g1 f3 8. g8 f6 9. c1 g5 10. h7 h6 11. g5 h4 12. e8 g8 13. e2 e3 14. b7 b6 15. c4 d5 16. f6 d5 17. h4 e7 18. d8 e7 19. c3 d5 20. e6 d5 21. a1 c1 22. c8 e6 
400	D60	Queen's Gambit Declined: Orthodox Defense, Botvinnik Variation	r1bq1rk1/pppnbppp/4pn2/3p2B1/2PP4/2NBPN2/PP3PPP/R2QK2R b KQ -	d2d4 g8f6 c2c4 e7e6 g1f3 d7d5 b1c3 f8e7 c1g5 e8g8 e2e3 b8d7 f1d3	1. d2 d4 2. g8 f6 3. c2 c4 4. e7 e6 5. g1 f3 6. d7 d5 7. b1 c3 8. f8 e7 9. c1 g5 10. e8 g8 11. e2 e3 12. b8 d7 13. f1 d3 
401	D60	Queen's Gambit Declined: Orthodox Defense	r1bq1rk1/pppnbppp/4pn2/3p2B1/2PP4/2N1PN2/PP3PPP/R2QKB1R w KQ -	d2d4 g8f6 c2c4 e7e6 g1f3 d7d5 b1c3 f8e7 c1g5 e8g8 e2e3 b8d7	1. d2 d4 2. g8 f6 3. c2 c4 4. e7 e6 5. g1 f3 6. d7 d5 7. b1 c3 8. f8 e7 9. c1 g5 10. e8 g8 11. e2 e3 12. b8 d7 
402	D60	Queen's Gambit Declined: Orthodox Defense, Rauzer Variation	r1bq1rk1/pppnbppp/4pn2/3p2B1/2PP4/1QN1PN2/PP3PPP/R3KB1R b KQ -	d2d4 d7d5 g1f3 g8f6 c2c4 e7e6 b1c3 f8e7 c1g5 e8g8 e2e3 b8d7 d1b3	1. d2 d4 2. d7 d5 3. g1 f3 4. g8 f6 5. c2 c4 6. e7 e6 7. b1 c3 8. f8 e7 9. c1 g5 10. e8 g8 11. e2 e3 12. b8 d7 13. d1 b3 
403	D61	Queen's Gambit Declined: Orthodox Defense, Rubinstein Variation	r1bq1rk1/pppnbppp/4pn2/3p2B1/2PP4/2N1PN2/PPQ2PPP/R3KB1R b KQ -	d2d4 g8f6 c2c4 e7e6 g1f3 d7d5 b1c3 f8e7 c1g5 e8g8 e2e3 b8d7 d1c2	1. d2 d4 2. g8 f6 3. c2 c4 4. e7 e6 5. g1 f3 6. d7 d5 7. b1 c3 8. f8 e7 9. c1 g5 10. e8 g8 11. e2 e3 12. b8 d7 13. d1 c2 
404	D62	Queen's Gambit Declined: Orthodox Defense, Rubinstein Variation, Flohr Line	r1bq1rk1/pp1nbppp/4pn2/2pP2B1/3P4/2N1PN2/PPQ2PPP/R3KB1R b KQ -	d2d4 g8f6 c2c4 e7e6 g1f3 d7d5 b1c3 f8e7 c1g5 e8g8 e2e3 b8d7 d1c2 c7c5 c4d5	1. d2 d4 2. g8 f6 3. c2 c4 4. e7 e6 5. g1 f3 6. d7 d5 7. b1 c3 8. f8 e7 9. c1 g5 10. e8 g8 11. e2 e3 12. b8 d7 13. d1 c2 14. c7 c5 15. c4 d5 
405	D63	Queen's Gambit Declined: Orthodox Defense, Capablanca Variation	r1bq1rk1/p1pnbppp/1p3n2/1B1p2B1/3P4/2N1PN2/PP3PPP/2RQK2R b K -	g1f3 d7d5 d2d4 g8f6 c2c4 e7e6 b1c3 f8e7 c1g5 e8g8 e2e3 b8d7 a1c1 b7b6 c4d5 e6d5 f1b5	1. g1 f3 2. d7 d5 3. d2 d4 4. g8 f6 5. c2 c4 6. e7 e6 7. b1 c3 8. f8 e7 9. c1 g5 10. e8 g8 11. e2 e3 12. b8 d7 13. a1 c1 14. b7 b6 15. c4 d5 16. e6 d5 17. f1 b5 
406	D63	Queen's Gambit Declined: Orthodox Defense, Henneberger Variation	r1bq1rk1/1ppnbppp/p3pn2/3p2B1/2PP4/2N1PN2/PP3PPP/2RQKB1R w K -	d2d4 g8f6 c2c4 e7e6 g1f3 d7d5 b1c3 f8e7 c1g5 e8g8 e2e3 b8d7 a1c1 a7a6	1. d2 d4 2. g8 f6 3. c2 c4 4. e7 e6 5. g1 f3 6. d7 d5 7. b1 c3 8. f8 e7 9. c1 g5 10. e8 g8 11. e2 e3 12. b8 d7 13. a1 c1 14. a7 a6 
407	D63	Queen's Gambit Declined: Orthodox Defense, Main Line	r1bq1rk1/pp1nbppp/2p1pn2/3p2B1/2PP4/2N1PN2/PP3PPP/2RQKB1R w K -	d2d4 g8f6 c2c4 e7e6 g1f3 d7d5 b1c3 f8e7 c1g5 e8g8 e2e3 b8d7 a1c1 c7c6	1. d2 d4 2. g8 f6 3. c2 c4 4. e7 e6 5. g1 f3 6. d7 d5 7. b1 c3 8. f8 e7 9. c1 g5 10. e8 g8 11. e2 e3 12. b8 d7 13. a1 c1 14. c7 c6 
408	D63	Queen's Gambit Declined: Orthodox Defense, Main Line	r1bq1rk1/pppnbppp/4pn2/3p2B1/2PP4/2N1PN2/PP3PPP/2RQKB1R b K -	d2d4 g8f6 c2c4 e7e6 g1f3 d7d5 b1c3 f8e7 c1g5 e8g8 e2e3 b8d7 a1c1	1. d2 d4 2. g8 f6 3. c2 c4 4. e7 e6 5. g1 f3 6. d7 d5 7. b1 c3 8. f8 e7 9. c1 g5 10. e8 g8 11. e2 e3 12. b8 d7 13. a1 c1 
409	D63	Queen's Gambit Declined: Orthodox Defense, Pillsbury Variation	r1bq1rk1/p1pnbppp/1p3n2/3p2B1/3P4/2NBPN2/PP3PPP/2RQK2R b K -	d2d4 g8f6 c2c4 e7e6 b1c3 d7d5 c1g5 f8e7 e2e3 e8g8 g1f3 b8d7 a1c1 b7b6 c4d5 e6d5 f1d3	1. d2 d4 2. g8 f6 3. c2 c4 4. e7 e6 5. b1 c3 6. d7 d5 7. c1 g5 8. f8 e7 9. e2 e3 10. e8 g8 11. g1 f3 12. b8 d7 13. a1 c1 14. b7 b6 15. c4 d5 16. e6 d5 17. f1 d3 
410	D63	Queen's Gambit Declined: Orthodox Defense: Swiss, Karlsbad Variation	r1bq1rk1/1ppnbppp/p3pn2/3P2B1/3P4/2N1PN2/PP3PPP/2RQKB1R b K -	d2d4 g8f6 c2c4 e7e6 g1f3 d7d5 b1c3 f8e7 c1g5 e8g8 e2e3 b8d7 a1c1 a7a6 c4d5	1. d2 d4 2. g8 f6 3. c2 c4 4. e7 e6 5. g1 f3 6. d7 d5 7. b1 c3 8. f8 e7 9. c1 g5 10. e8 g8 11. e2 e3 12. b8 d7 13. a1 c1 14. a7 a6 15. c4 d5 
411	D64	Queen's Gambit Declined: Orthodox Defense, Rubinstein Attack	r1bq1rk1/1p1nbppp/p1p1pn2/3p2B1/2PP4/2N1PN2/PPQ2PPP/2R1KB1R w K -	d2d4 g8f6 c2c4 e7e6 g1f3 d7d5 b1c3 f8e7 c1g5 e8g8 e2e3 b8d7 a1c1 c7c6 d1c2 a7a6	1. d2 d4 2. g8 f6 3. c2 c4 4. e7 e6 5. g1 f3 6. d7 d5 7. b1 c3 8. f8 e7 9. c1 g5 10. e8 g8 11. e2 e3 12. b8 d7 13. a1 c1 14. c7 c6 15. d1 c2 16. a7 a6 
412	D64	Queen's Gambit Declined: Orthodox Defense, Rubinstein Attack	r1bq1rk1/1p1nbppp/p1p1pn2/3p2B1/2PP4/P1N1PN2/1PQ2PPP/2R1KB1R b K -	d2d4 g8f6 c2c4 e7e6 b1c3 d7d5 g1f3 f8e7 c1g5 e8g8 e2e3 b8d7 a1c1 c7c6 a2a3 a7a6 d1c2	1. d2 d4 2. g8 f6 3. c2 c4 4. e7 e6 5. b1 c3 6. d7 d5 7. g1 f3 8. f8 e7 9. c1 g5 10. e8 g8 11. e2 e3 12. b8 d7 13. a1 c1 14. c7 c6 15. a2 a3 16. a7 a6 17. d1 c2 
413	D64	Queen's Gambit Declined: Orthodox Defense, Rubinstein Attack	r1bq1rk1/pp1nbppp/2p1p3/3p2B1/2PPn3/2N1PN2/PPQ2PPP/2R1KB1R w K -	g1f3 d7d5 d2d4 g8f6 c2c4 e7e6 b1c3 f8e7 c1g5 e8g8 e2e3 b8d7 a1c1 c7c6 d1c2 f6e4	1. g1 f3 2. d7 d5 3. d2 d4 4. g8 f6 5. c2 c4 6. e7 e6 7. b1 c3 8. f8 e7 9. c1 g5 10. e8 g8 11. e2 e3 12. b8 d7 13. a1 c1 14. c7 c6 15. d1 c2 16. f6 e4 
414	D64	Queen's Gambit Declined: Orthodox Defense: Rubinstein Attack	r1bq1rk1/pp1nbppp/2p1pn2/3p2B1/2PP4/2N1PN2/PPQ2PPP/2R1KB1R b K -	d2d4 g8f6 c2c4 e7e6 g1f3 d7d5 b1c3 f8e7 c1g5 e8g8 e2e3 b8d7 a1c1 c7c6 d1c2	1. d2 d4 2. g8 f6 3. c2 c4 4. e7 e6 5. g1 f3 6. d7 d5 7. b1 c3 8. f8 e7 9. c1 g5 10. e8 g8 11. e2 e3 12. b8 d7 13. a1 c1 14. c7 c6 15. d1 c2 
415	D65	Queen's Gambit Declined: Orthodox Defense, Rubinstein Attack	r1bq1rk1/1p1nbppp/p1p1pn2/3P2B1/3P4/2N1PN2/PPQ2PPP/2R1KB1R b K -	d2d4 d7d5 g1f3 g8f6 c2c4 e7e6 b1c3 f8e7 c1g5 e8g8 e2e3 b8d7 a1c1 c7c6 d1c2 a7a6 c4d5	1. d2 d4 2. d7 d5 3. g1 f3 4. g8 f6 5. c2 c4 6. e7 e6 7. b1 c3 8. f8 e7 9. c1 g5 10. e8 g8 11. e2 e3 12. b8 d7 13. a1 c1 14. c7 c6 15. d1 c2 16. a7 a6 17. c4 d5 
416	D66	Queen's Gambit Declined: Orthodox Defense: Bd3 Line	r1bq1rk1/pp1nbppp/2p1pn2/3p2B1/2PP4/2NBPN2/PP3PPP/2RQK2R b K -	d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c1g5 f8e7 e2e3 e8g8 g1f3 b8d7 a1c1 c7c6 f1d3	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 5. b1 c3 6. g8 f6 7. c1 g5 8. f8 e7 9. e2 e3 10. e8 g8 11. g1 f3 12. b8 d7 13. a1 c1 14. c7 c6 15. f1 d3 
417	D66	Queen's Gambit Declined: Orthodox Defense, Fianchetto Variation	r1bq1rk1/p2nbppp/2p1pn2/1p4B1/2BP4/2N1PN2/PP3PPP/2RQK2R w K -	d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c1g5 c7c6 g1f3 f8e7 e2e3 b8d7 a1c1 e8g8 f1d3 d5c4 d3c4 b7b5	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 5. b1 c3 6. g8 f6 7. c1 g5 8. c7 c6 9. g1 f3 10. f8 e7 11. e2 e3 12. b8 d7 13. a1 c1 14. e8 g8 15. f1 d3 16. d5 c4 17. d3 c4 18. b7 b5 
418	D67	Queen's Gambit Declined: Orthodox Defense, Alekhine Variation	r1b2rk1/pp1nqppp/2p1p3/3n4/2BPN3/4PN2/PP3PPP/2RQK2R b K -	d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c1g5 f8e7 e2e3 e8g8 g1f3 b8d7 a1c1 c7c6 f1d3 d5c4 d3c4 f6d5 g5e7 d8e7 c3e4	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 5. b1 c3 6. g8 f6 7. c1 g5 8. f8 e7 9. e2 e3 10. e8 g8 11. g1 f3 12. b8 d7 13. a1 c1 14. c7 c6 15. f1 d3 16. d5 c4 17. d3 c4 18. f6 d5 19. g5 e7 20. d8 e7 21. c3 e4 
419	D67	Queen's Gambit Declined: Orthodox Defense: Bd3 Line	r1b2rk1/pp1nqppp/2p1p3/3n4/2BP4/2N1PN2/PP3PPP/2RQK2R w K -	d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c1g5 f8e7 e2e3 e8g8 g1f3 b8d7 a1c1 c7c6 f1d3 d5c4 d3c4 f6d5 g5e7 d8e7	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 5. b1 c3 6. g8 f6 7. c1 g5 8. f8 e7 9. e2 e3 10. e8 g8 11. g1 f3 12. b8 d7 13. a1 c1 14. c7 c6 15. f1 d3 16. d5 c4 17. d3 c4 18. f6 d5 19. g5 e7 20. d8 e7 
420	D67	Queen's Gambit Declined: Orthodox Defense, Capablanca System	r1bq1rk1/pp1nbppp/2p1p3/3n2B1/2BP4/2N1PN2/PP3PPP/2RQK2R w K -	d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c1g5 f8e7 e2e3 e8g8 g1f3 b8d7 a1c1 c7c6 f1d3 d5c4 d3c4 f6d5	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 5. b1 c3 6. g8 f6 7. c1 g5 8. f8 e7 9. e2 e3 10. e8 g8 11. g1 f3 12. b8 d7 13. a1 c1 14. c7 c6 15. f1 d3 16. d5 c4 17. d3 c4 18. f6 d5 
421	D67	Queen's Gambit Declined: Orthodox Defense, Janowski Variation	r1bq1rk1/pp1nbppp/2p1p3/3n2B1/2BP3P/2N1PN2/PP3PP1/2RQK2R b K -	d2d4 d7d5 g1f3 g8f6 c2c4 e7e6 b1c3 f8e7 c1g5 e8g8 e2e3 b8d7 a1c1 c7c6 f1d3 d5c4 d3c4 f6d5 h2h4	1. d2 d4 2. d7 d5 3. g1 f3 4. g8 f6 5. c2 c4 6. e7 e6 7. b1 c3 8. f8 e7 9. c1 g5 10. e8 g8 11. e2 e3 12. b8 d7 13. a1 c1 14. c7 c6 15. f1 d3 16. d5 c4 17. d3 c4 18. f6 d5 19. h2 h4 
422	D67	Queen's Gambit Declined: Orthodox Defense, Main Line	r1b2rk1/pp1nqppp/2p1p3/3n4/2BP4/2N1PN2/PP3PPP/2RQ1RK1 b - -	d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c1g5 f8e7 e2e3 e8g8 g1f3 b8d7 a1c1 c7c6 f1d3 d5c4 d3c4 f6d5 g5e7 d8e7 e1g1	1. d2 d4 2. d7 d5 3. c2 c4 4. e7 e6 5. b1 c3 6. g8 f6 7. c1 g5 8. f8 e7 9. e2 e3 10. e8 g8 11. g1 f3 12. b8 d7 13. a1 c1 14. c7 c6 15. f1 d3 16. d5 c4 17. d3 c4 18. f6 d5 19. g5 e7 20. d8 e7 21. e1 g1 
